laureate_id,full_name,given_name,family_name,gender,birth_date,birth_country,birth_city,prize_date,category,prizeAmount,motivation
66,"John Bardeen","John","Bardeen",male,1908-05-23,"USA","Madison, WI",1956-11-01,"Physics",200123,"for their researches on semiconductors and their discovery of the transistor effect"
66,"John Bardeen","John","Bardeen",male,1908-05-23,"USA","Madison, WI",1972-10-20,"Physics",480000,"for their jointly developed theory of superconductivity, usually called the BCS-theory"
711,"John C. Harsanyi","John C.","Harsanyi",male,1920-05-29,"Hungary","Budapest",1994-10-11,"Economic Sciences",7000000,"for their pioneering analysis of equilibria in the theory of non-cooperative games"
227,"John C. Kendrew","John C.","Kendrew",male,1917-03-24,"United Kingdom","Oxford",1962-11-01,"Chemistry",257220,"for their studies of the structures of globular proteins"
804,"John C. Mather","John C.","Mather",male,1946-08-07,"USA","Roanoke, VA",2006-10-03,"Physics",10000000,"for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation"
266,"John C. Polanyi","John C.","Polanyi",male,1929-01-23,"Germany","Berlin",1986-10-15,"Chemistry",2000000,"for their contributions concerning the dynamics of chemical elementary processes"
1050,"John Clarke","John","Clarke",male,1942-00-00,"United Kingdom","Cambridge",2025-10-07,"Physics",11000000,"for the discovery of macroscopic quantum mechanical tunnelling and energy quantisation in an electric circuit"
1013,"John Clauser","John ","Clauser",male,1942-12-01,"USA","Pasadena, CA",2022-10-04,"Physics",10000000,"for experiments with entangled photons, establishing the violation of Bell inequalities and  pioneering quantum information science"
56,"John Cockcroft","John","Cockcroft",male,1897-05-27,"United Kingdom","Todmorden",1951-11-15,"Physics",167612,"for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles"
247,"John Cornforth","John","Cornforth",male,1917-09-07,"Australia","Sydney",1975-10-17,"Chemistry",630000,"for his work on the stereochemistry of enzyme-catalyzed reactions"
752,"John E. Sulston","John E.","Sulston",male,1942-03-27,"United Kingdom","Fulmer",2002-10-07,"Physiology or Medicine",10000000,"for their discoveries concerning genetic regulation of organ development and programmed cell death"
288,"John E. Walker","John E.","Walker",male,1941-01-07,"United Kingdom","Halifax",1997-10-15,"Chemistry",7500000,"for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)"
356,"John F. Enders","John F.","Enders",male,1897-02-10,"USA","West Hartford, CT",1954-10-21,"Physiology or Medicine",181647,"for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue"
712,"John F. Nash Jr.","John F.","Nash Jr.",male,1928-06-13,"USA","Bluefield, WV",1994-10-11,"Economic Sciences",7000000,"for their pioneering analysis of equilibria in the theory of non-cooperative games"
605,"John Galsworthy","John","Galsworthy",male,1867-08-14,"United Kingdom","Kingston Hill",1932-11-10,"Literature",171753,"for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>"
205,"John H. Northrop","John H.","Northrop",male,1891-07-05,"USA","Yonkers, NY",1946-11-14,"Chemistry",121524,"for their preparation of enzymes and virus proteins in a pure form"
109,"John H. Van Vleck","John H.","Van Vleck",male,1899-03-13,"USA","Middletown, CT",1977-10-11,"Physics",700000,"for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems"
566,"John Hume","John","Hume",male,1937-01-18,"Northern Ireland","Londonderry",1998-10-16,"Peace",7600000,"for their efforts to find a peaceful solution to the conflict in Northern Ireland"
1037,"John J. Hopfield","John","Hopfield",male,1933-07-15,"USA","Chicago, IL",2024-10-08,"Physics",11000000,"for foundational discoveries and inventions that enable machine learning with artificial neural networks"
1041,"John Jumper","John","Jumper",male,1985-00-00,"USA","Little Rock, AR",2024-10-09,"Chemistry",11000000,"for protein structure prediction"
792,"John L. Hall","John L.","Hall",male,1934-08-21,"USA","Denver, CO",2005-10-04,"Physics",10000000,"for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique"
1052,"John M. Martinis","John M.","Martinis",male,1958-00-00,"nan","nan",2025-10-07,"Physics",11000000,"for the discovery of macroscopic quantum mechanical tunnelling and energy quantisation in an electric circuit"
314,"John Macleod","John","Macleod",male,1876-09-06,"Scotland","Cluny",1923-10-25,"Physiology or Medicine",114935,"for the discovery of insulin"
903,"John O'Keefe","John","O'Keefe",male,1939-11-18,"USA","New York, NY",2014-10-06,"Physiology or Medicine",8000000,"for their discoveries of cells that constitute a positioning system in the brain"
291,"John Pople","John","Pople",male,1925-10-31,"United Kingdom","Burnham-on-Sea",1998-10-13,"Chemistry",7600000,"for his development of computational methods in quantum chemistry"
681,"John R. Hicks","John R.","Hicks",male,1904-04-08,"United Kingdom","Warwick",1972-10-25,"Economic Sciences",480000,"for their pioneering contributions to general economic equilibrium theory and welfare theory"
507,"John R. Mott","John R.","Mott",male,1865-05-25,"USA","Livingston Manor, NY",1946-11-14,"Peace",121524,"for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries"
427,"John R. Vane","John R.","Vane",male,1927-03-29,"United Kingdom","Tardebigg",1982-10-11,"Physiology or Medicine",1150000,"for their discoveries concerning prostaglandins and related biologically active substances"
634,"John Steinbeck","John","Steinbeck",male,1902-02-27,"USA","Salinas, CA",1962-10-05,"Literature",257220,"for his realistic and imaginative writings, combining as they do sympathetic humour and keen social perception"
1032,"Jon Fosse","Jon","Fosse",male,1959-09-29,"Norway","Haugesund",2023-10-05,"Literature",11000000,"for his innovative plays and prose which give voice to the unsayable"
574,"José Echegaray","José","Echegaray",male,1832-04-19,"Spain","Madrid",1904-11-17,"Literature",140859,"in recognition of the numerous and brilliant compositions which, in an individual and original manner, have revived the great traditions of the Spanish drama"
563,"José Ramos-Horta","José","Ramos-Horta",male,1949-12-26,"East Timor","Dili",1996-10-11,"Peace",7400000,"for their work towards a just and peaceful solution to the conflict in East Timor"
675,"José Saramago","José","Saramago",male,1922-11-16,"Portugal","Azinhaga",1998-10-08,"Literature",7600000,"who with parables sustained by imagination, compassion and irony continually enables us once again to apprehend an elusory reality"
664,"Joseph Brodsky","Joseph","Brodsky",male,1940-05-24,"USSR","Leningrad",1987-10-22,"Literature",2175000,"for an all-embracing authorship, imbued with clarity of thought and poetic intensity"
442,"Joseph E. Murray","Joseph E.","Murray",male,1919-04-01,"USA","Milford, MA",1990-10-08,"Physiology or Medicine",4000000,"for their discoveries concerning organ and cell transplantation in the treatment of human disease"
746,"Joseph E. Stiglitz","Joseph E.","Stiglitz",male,1943-02-09,"USA","Gary, IN",2001-10-10,"Economic Sciences",10000000,"for their analyses of markets with asymmetric information"
337,"Joseph Erlanger","Joseph","Erlanger",male,1874-01-05,"USA","San Francisco, CA",1944-10-26,"Physiology or Medicine",121841,"for their discoveries relating to the highly differentiated functions of single nerve fibres"
144,"Joseph H. Taylor Jr.","Joseph H.","Taylor Jr.",male,1941-03-29,"USA","Philadelphia, PA",1993-10-13,"Physics",6700000,"for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation"
433,"Joseph L. Goldstein","Joseph L.","Goldstein",male,1940-04-18,"USA","Sumter, SC",1985-10-14,"Physiology or Medicine",1800000,"for their discoveries concerning the regulation of cholesterol metabolism"
560,"Joseph Rotblat","Joseph","Rotblat",male,1908-11-04,"Russian Empire","Warsaw",1995-10-13,"Peace",7200000,"for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms"
1008,"Joshua D. Angrist","Joshua","Angrist",male,1960-09-18,"USA","Columbus, OH",2021-10-11,"Economic Sciences",10000000,"for their methodological contributions to the analysis of causal relationships"
366,"Joshua Lederberg","Joshua","Lederberg",male,1925-05-23,"USA","Montclair, NJ",1958-10-30,"Physiology or Medicine",214559,"for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria"
934,"Juan Manuel Santos","Juan Manuel","Santos",male,1951-08-10,"Colombia","Bogotá",2016-10-07,"Peace",8000000,"for his resolute efforts to bring the country's more than 50-year-long civil war to an end"
627,"Juan Ramón Jiménez","Juan Ramón","Jiménez",male,1881-12-24,"Spain","Moguer",1956-10-25,"Literature",200123,"for his lyrical poetry, which in Spanish language constitutes an example of high spirit and artistical purity"
862,"Jules A. Hoffmann","Jules A.","Hoffmann",male,1941-08-02,"Luxembourg","Echternach",2011-10-03,"Physiology or Medicine",10000000,"for their discoveries concerning the activation of innate immunity"
309,"Jules Bordet","Jules","Bordet",male,1870-06-13,"Belgium","Soignies",1920-10-28,"Physiology or Medicine",133127,"for his discoveries relating to immunity"
85,"Julian Schwinger","Julian","Schwinger",male,1918-02-12,"USA","New York, NY",1965-10-21,"Physics",282000,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles"
396,"Julius Axelrod","Julius","Axelrod",male,1912-05-30,"USA","New York, NY",1970-10-15,"Physiology or Medicine",400000,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation"
317,"Julius Wagner-Jauregg","Julius","Wagner-Jauregg",male,1857-03-07,"Austria","Wels",1927-10-27,"Physiology or Medicine",126501,"for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica"
131,"K. Alex Müller","K. Alex","Müller",male,1927-04-20,"Switzerland","Basel",1987-10-14,"Physics",2175000,"for their important break-through in the discovery of superconductivity in ceramic materials"
743,"K. Barry Sharpless","Barry","Sharpless",male,1941-04-28,"USA","Philadelphia, PA",2001-10-10,"Chemistry",10000000,"for his work on chirally catalysed oxidation reactions"
743,"K. Barry Sharpless","Barry","Sharpless",male,1941-04-28,"USA","Philadelphia, PA",2022-10-05,"Chemistry",10000000,"for the development of click chemistry and bioorthogonal chemistry"
120,"Kai M. Siegbahn","Kai M.","Siegbahn",male,1918-04-20,"Sweden","Lund",1981-10-19,"Physics",1000000,"for his contribution to the development of high-resolution electron spectroscopy"
913,"Kailash Satyarthi","Kailash","Satyarthi",male,1954-01-11,"India","Vidisha",2014-10-10,"Peace",8000000,"for their struggle against the suppression of children and young people and for the right of all children to education"
586,"Karl Gjellerup","Karl","Gjellerup",male,1857-06-02,"Denmark","Roholte",1917-11-08,"Literature",133823,"for his varied and rich poetry, which is inspired by lofty ideals"
321,"Karl Landsteiner","Karl","Landsteiner",male,1868-06-14,"Austrian Empire","Vienna",1930-10-30,"Physiology or Medicine",172947,"for his discovery of human blood groups"
400,"Karl von Frisch","Karl","von Frisch",male,1886-11-20,"Austria","Vienna",1973-10-11,"Physiology or Medicine",510000,"for their discoveries concerning organization and elicitation of individual and social behaviour patterns"
228,"Karl Ziegler","Karl","Ziegler",male,1898-11-26,"Germany","Helsa",1963-11-05,"Chemistry",265000,"for their discoveries in the field of the chemistry and technology of high polymers"
278,"Kary B. Mullis","Kary B.","Mullis",male,1944-12-28,"USA","Lenoir, NC",1993-10-13,"Chemistry",6700000,"for his invention of the polymerase chain reaction (PCR) method"
1024,"Katalin Karikó","Katalin","Karikó",female,1955-01-17,"Hungary","Szolnok",2023-10-02,"Physiology or Medicine",11000000,"for their discoveries concerning nucleoside base modifications that enabled the development of effective mRNA vaccines against COVID-19"
947,"Kazuo Ishiguro","Kazuo","Ishiguro",male,1954-11-08,"Japan","Nagasaki",2017-10-05,"Literature",9000000,"who, in novels of great emotional force, has uncovered the abyss beneath our illusory sense of connection with the world"
386,"Keffer Hartline","Keffer","Hartline",male,1903-12-22,"USA","Bloomsburg, PA",1967-10-18,"Physiology or Medicine",320000,"for their discoveries concerning the primary physiological and chemical visual processes in the eye"
257,"Kenichi Fukui","Kenichi","Fukui",male,1918-10-04,"Japan","Nara",1981-10-19,"Chemistry",1000000,"for their theories, developed independently, concerning the course of chemical reactions"
121,"Kenneth G. Wilson","Kenneth G.","Wilson",male,1936-06-08,"USA","Waltham, MA",1982-10-18,"Physics",1150000,"for his theory for critical phenomena in connection with phase transitions"
682,"Kenneth J. Arrow","Kenneth J.","Arrow",male,1921-08-23,"USA","New York, NY",1972-10-25,"Economic Sciences",480000,"for their pioneering contributions to general economic equilibrium theory and welfare theory"
671,"Kenzaburo Oe","Kenzaburo","Oe",male,1935-01-31,"Japan","Uchiko",1994-10-13,"Literature",7000000,"who with poetic force creates an imagined world, where life and myth condense to form a disconcerting picture of the human predicament today"
725,"Kim Dae-jung","Kim","Dae-jung",male,1924-01-08,"Korea","Mokpo",2000-10-13,"Peace",9000000,"for his work for democracy and human rights in South Korea and in East Asia in general, and for peace and reconciliation with North Korea in particular"
943,"Kip S. Thorne","Kip S.","Thorne",male,1940-06-01,"USA","Logan, UT",2017-10-03,"Physics",9000000,"for decisive contributions to the LIGO detector and the observation of gravitational waves"
473,"Klas Pontus Arnoldson","Klas Pontus","Arnoldson",male,1844-10-27,"Sweden","Gothenburg",1908-12-10,"Peace",139800,"for their long time work for the cause of peace as politicians, peace society leaders, orators and authors"
1000,"Klaus Hasselmann","Klaus","Hasselmann",male,1931-10-25,"Germany","Hamburg",2021-10-05,"Physics",10000000,"for the physical modelling of Earth’s climate, quantifying variability and reliably predicting global warming"
126,"Klaus von Klitzing","Klaus","von Klitzing",male,1943-06-28,"German-occupied Poland","Schroda",1985-10-16,"Physics",1800000,"for the discovery of the quantized Hall effect"
589,"Knut Hamsun","Knut","Hamsun",male,1859-08-04,"Norway","Lom",1920-11-11,"Literature",134100,"for his monumental work, <I>Growth of the Soil</I>"
749,"Kofi Annan","Kofi","Annan",male,1938-04-08,"Gold Coast","Kumasi",2001-10-12,"Peace",10000000,"for their work for a better organized and more peaceful world"
757,"Koichi Tanaka","Koichi","Tanaka",male,1959-08-03,"Japan","Toyama City",2002-10-09,"Chemistry",10000000,"for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules"
378,"Konrad Bloch","Konrad","Bloch",male,1912-01-21,"Germany","Neisse",1964-10-15,"Physiology or Medicine",273000,"for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism"
401,"Konrad Lorenz","Konrad","Lorenz",male,1903-11-07,"Austria","Vienna",1973-10-11,"Physiology or Medicine",510000,"for their discoveries concerning organization and elicitation of individual and social behaviour patterns"
850,"Konstantin Novoselov","Konstantin","Novoselov",male,1974-08-23,"Russia","Nizhny Tagil",2010-10-05,"Physics",10000000,"for groundbreaking experiments regarding the two-dimensional material graphene"
211,"Kurt Alder","Kurt","Alder",male,1902-07-10,"Prussia","Königshütte",1950-11-10,"Chemistry",164304,"for their discovery and development of the diene synthesis"
758,"Kurt Wüthrich","Kurt","Wüthrich",male,1938-10-04,"Switzerland","Aarberg",2002-10-09,"Chemistry",10000000,"for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution"
236,"Lars Onsager","Lars","Onsager",male,1903-11-27,"Norway","Kristiania",1968-10-30,"Chemistry",350000,"for the discovery of the reciprocal relations bearing his name, which are fundamental for the thermodynamics of irreversible processes"
895,"Lars Peter Hansen","Lars Peter","Hansen",male,1952-10-26,"USA","Urbana, IL",2013-10-14,"Economic Sciences",8000000,"for their empirical analysis of asset prices"
1056,"László Krasznahorkai","László","Krasznahorkai",male,1954-01-05,"Hungary","Gyula",2025-10-09,"Literature",11000000,"for his compelling and visionary oeuvre that, in the midst of apocalyptic terror, reaffirms the power of art"
21,"Lawrence Bragg","Lawrence","Bragg",male,1890-03-31,"Australia","Adelaide",1915-11-12,"Physics",149223,"for their services in the analysis of crystal structure by means of X-rays"
694,"Lawrence R. Klein","Lawrence R.","Klein",male,1920-09-14,"USA","Omaha, NE",1980-10-15,"Economic Sciences",880000,"for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies"
531,"Le Duc Tho ","Le Duc Tho","nan",male,1911-10-14,"Vietnam","Nam Ha province",1973-10-17,"Peace",510000,"for jointly having negotiated a cease fire in Vietnam in 1973"
523,"nan","nan","nan",nan,nan,"nan","nan",1963-10-10,"Peace",265000,"for promoting the principles of the Geneva Convention and cooperation with the UN"
545,"Lech Wałęsa","Lech","Wałęsa",male,1943-09-29,"Poland","Popowo",1983-10-05,"Peace",1500000,"for non-violent struggle for free trade unions and human rights in Poland"
735,"Leland Hartwell","Leland","Hartwell",male,1939-10-30,"USA","Los Angeles, CA",2001-10-08,"Physiology or Medicine",10000000,"for their discoveries of key regulators of the cell cycle"
97,"Leo Esaki","Leo","Esaki",male,1925-03-12,"Japan","Osaka",1973-10-23,"Physics",510000,"for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively"
484,"Léon Bourgeois","Léon","Bourgeois",male,1851-05-21,"France","Paris",1920-12-10,"Peace",134100,"for his longstanding contribution to the cause of peace and justice and his prominent role in the establishment of the League of Nations"
512,"Léon Jouhaux","Léon","Jouhaux",male,1879-07-01,"France","Paris",1951-11-05,"Peace",167612,"for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations"
132,"Leon M. Lederman","Leon M.","Lederman",male,1922-07-15,"USA","New York, NY",1988-10-19,"Physics",2500000,"for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino"
95,"Leon N. Cooper","Leon N.","Cooper",male,1930-02-28,"USA","New York, NY",1972-10-20,"Physics",480000,"for their jointly developed theory of superconductivity, usually called the BCS-theory"
820,"Leonid Hurwicz","Leonid","Hurwicz",male,1917-08-21,"Russia","Moscow",2007-10-15,"Economic Sciences",10000000,"for having laid the foundations of mechanism design theory"
686,"Leonid Vitaliyevich Kantorovich","Leonid Vitaliyevich","Kantorovich",male,1912-01-19,"Russian Empire","St. Petersburg",1975-10-14,"Economic Sciences",630000,"for their contributions to the theory of optimum allocation of resources"
200,"Leopold Ruzicka","Leopold","Ruzicka",male,1887-09-13,"Austria-Hungary","Vukovar",1939-11-09,"Chemistry",148822,"for his work on polymethylenes and higher terpenes"
516,"Lester Bowles Pearson","Lester Bowles","Pearson",male,1897-04-23,"Canada","Toronto",1957-10-03,"Peace",208629,"for his crucial contribution to the deployment of a United Nations Emergency Force in the wake of the Suez Crisis"
77,"Lev Landau","Lev","Landau",male,1908-01-22,"Russian Empire","Baku",1962-11-01,"Physics",257220,"for his pioneering theories for condensed matter, especially liquid helium"
870,"Leymah Gbowee","Leymah","Gbowee",female,1972-02-01,"Liberia","Monrovia",2011-10-07,"Peace",10000000,"for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work"
775,"Linda B. Buck","Linda B.","Buck",female,1947-01-29,"USA","Seattle, WA",2004-10-04,"Physiology or Medicine",10000000,"for their discoveries of odorant receptors and the organization of the olfactory system"
217,"Linus Pauling","Linus","Pauling",male,1901-02-28,"USA","Portland, OR",1954-11-03,"Chemistry",181647,"for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances"
217,"Linus Pauling","Linus","Pauling",male,1901-02-28,"USA","Portland, OR",1963-10-10,"Peace",257220,"for his fight against the nuclear arms race between East and West"
855,"Liu Xiaobo","Xiaobo","Liu",male,1955-12-28,"China","Changchun",2010-10-08,"Peace",10000000,"for his long and non-violent struggle for fundamental human rights in China"
883,"Lloyd S. Shapley","Lloyd S.","Shapley",male,1923-06-02,"USA","Cambridge, MA",2012-10-15,"Economic Sciences",8000000,"for the theory of stable allocations and the practice of market design"
510,"Lord Boyd Orr","John","Boyd Orr",male,1880-09-23,"Scotland","Kilmaurs",1949-10-12,"Peace",156290,"for his lifelong effort to conquer hunger and want, thereby helping to remove a major cause of military conflict and war"
8,"Lord Rayleigh","Lord","Rayleigh",male,1842-11-12,"United Kingdom","Langford Grove, Maldon, Essex",1904-11-08,"Physics",140859,"for his investigations of the densities of the most important gases and for his discovery of argon in connection with these studies"
221,"Lord Todd","Lord","Todd",male,1907-10-02,"Scotland","Glasgow",1957-10-31,"Chemistry",208629,"for his work on nucleotides and nucleotide co-enzymes"
1030,"Louis Brus","Louis","Brus",male,1943-00-00,"USA","Cleveland, OH",2023-10-04,"Chemistry",11000000,"for the discovery and synthesis of quantum dots"
36,"Louis de Broglie","Louis","de Broglie",male,1892-08-15,"France","Dieppe",1929-11-12,"Physics",172760,"for his discovery of the wave nature of electrons"
459,"Louis J. Ignarro","Louis J.","Ignarro",male,1941-05-31,"USA","Brooklyn, NY",1998-10-12,"Physiology or Medicine",7600000,"for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system"
92,"Louis Néel","Louis","Néel",male,1904-11-22,"France","Lyon",1970-10-27,"Physics",400000,"for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics"
472,"Louis Renault","Louis","Renault",male,1843-05-21,"France","Autun",1907-12-10,"Peace",138796,"for his decisive influence upon the conduct and outcome of the Hague and Geneva Conferences"
993,"Louise Glück","Louise","Glück",female,1943-04-22,"USA","New York, NY",2020-10-08,"Literature",10000000,"for her unmistakable poetic voice that with austere beauty makes individual existence universal"
825,"Luc Montagnier","Luc","Montagnier",male,1932-08-18,"France","Chabris",2008-10-06,"Physiology or Medicine",10000000,"for their discovery of human immunodeficiency virus"
493,"Ludwig Quidde","Ludwig","Quidde",male,1858-03-23,"Germany","Bremen",1927-12-10,"Peace",126501,"for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation"
607,"Luigi Pirandello","Luigi","Pirandello",male,1867-06-28,"Italy","Agrigento, Sicily",1934-11-08,"Literature",162608,"for his bold and ingenious revival of dramatic and scenic art"
89,"Luis Alvarez","Luis","Alvarez",male,1911-06-13,"USA","San Francisco, CA",1968-10-30,"Physics",350000,"for his decisive contributions to elementary particle physics, in particular the discovery of a large number of resonance states, made possible through his development of the technique of using hydrogen bubble chamber and data analysis"
239,"Luis Leloir","Luis","Leloir",male,1906-09-06,"France","Paris",1970-10-27,"Chemistry",400000,"for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates"
977,"M. Stanley Whittingham","M. Stanley","Whittingham",male,1941-12-22,"United Kingdom","nan",2019-10-09,"Chemistry",9000000,"for the development of lithium-ion batteries"
536,"Mairead Corrigan","Mairead","Corrigan",female,1944-01-27,"Northern Ireland","Belfast",1977-10-10,"Peace",681000,"for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland"
827,"Makoto Kobayashi","Makoto","Kobayashi",male,1944-04-07,"Japan","Nagoya",2008-10-07,"Physics",10000000,"for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature"
914,"Malala Yousafzai","Malala","Yousafzai",female,1997-07-12,"Pakistan","Mingora",2014-10-10,"Peace",8000000,"for their struggle against the suppression of children and young people and for the right of all children to education"
233,"Manfred Eigen","Manfred","Eigen",male,1927-05-09,"Germany","Bochum",1967-10-30,"Chemistry",320000,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy"
29,"Manne Siegbahn","Manne","Siegbahn",male,1886-12-03,"Sweden","Örebro",1925-11-12,"Physics",116719,"for his discoveries and research in the field of X-ray spectroscopy"
1057,"Maria Corina Machado","Maria Corina","Machado",female,1967-00-00,"Venezuela","nan",2025-10-10,"Peace",11000000,"for her tireless work promoting democratic rights for the people of Venezuela and for her struggle to achieve a just and peaceful transition from dictatorship to democracy"
79,"Maria Goeppert Mayer","Maria","Goeppert Mayer",female,1906-06-28,"Germany","Kattowitz",1963-11-05,"Physics",265000,"for their discoveries concerning nuclear shell structure"
1005,"Maria Ressa","Maria","Ressa",female,1963-10-02,"Philippines","Manila",2021-10-08,"Peace",10000000,"for their efforts to safeguard freedom of expression, which is a precondition for democracy and lasting peace"
6,"Marie Curie","Marie","Curie",female,1867-11-07,"Russian Empire","Warsaw",1903-11-12,"Physics",141358,"in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel"
6,"Marie Curie","Marie","Curie",female,1867-11-07,"Russian Empire","Warsaw",1911-11-07,"Chemistry",140695,"in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium, by the isolation of radium and the study of the nature and compounds of this remarkable element"
282,"Mario J. Molina","Mario J.","Molina",male,1943-03-19,"Mexico","Mexico City",1995-10-11,"Chemistry",7200000,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone"
811,"Mario R. Capecchi","Mario R.","Capecchi",male,1937-10-06,"Italy","Verona",2007-10-08,"Physiology or Medicine",10000000,"for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells"
854,"Mario Vargas Llosa","Mario","Vargas Llosa",male,1936-03-28,"Peru","Arequipa",2010-10-07,"Literature",10000000,"for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat"
390,"Marshall W. Nirenberg","Marshall W.","Nirenberg",male,1927-04-10,"USA","New York, NY",1968-10-16,"Physiology or Medicine",350000,"for their interpretation of the genetic code and its function in protein synthesis"
830,"Martin Chalfie","Martin","Chalfie",male,1947-01-15,"USA","Chicago, IL",2008-10-08,"Chemistry",10000000,"for the discovery and development of the green fluorescent protein, GFP"
889,"Martin Karplus","Martin","Karplus",male,1930-03-15,"Austria","Vienna",2013-10-09,"Chemistry",8000000,"for the development of multiscale models for complex chemical systems"
147,"Martin L. Perl","Martin L.","Perl",male,1927-06-24,"USA","New York, NY",1995-10-11,"Physics",7200000,"for the discovery of the tau lepton"
524,"Martin Luther King Jr.","Martin Luther","King Jr.",male,1929-01-15,"USA","Atlanta, GA",1964-10-14,"Peace",273000,"for his non-violent struggle for civil rights for the Afro-American population"
451,"Martin Rodbell","Martin","Rodbell",male,1925-12-01,"USA","Baltimore, MD",1994-10-10,"Physiology or Medicine",7000000,"for their discovery of G-proteins and the role of these proteins in signal transduction in cells"
100,"Martin Ryle","Martin","Ryle",male,1918-09-27,"United Kingdom","Brighton",1974-10-15,"Physics",550000,"for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars"
159,"Martinus J.G. Veltman","Martinus J.G.","Veltman",male,1931-06-27,"the Netherlands","Waalwijk",1999-10-12,"Physics",7900000,"for elucidating the quantum structure of electroweak interactions in physics"
833,"Martti Ahtisaari","Martti","Ahtisaari",male,1937-06-23,"Finland","Viipuri",2008-10-10,"Peace",10000000,"for his important efforts, on several continents and over more than three decades, to resolve international conflicts"
1047,"Mary E. Brunkow","Mary E.","Brunkow",female,1961-00-00,"USA","Portland, OR",2025-10-06,"Physiology or Medicine",11000000,"for their discoveries concerning peripheral immune tolerance"
754,"Masatoshi Koshiba","Masatoshi","Koshiba",male,1926-09-19,"Japan","Toyohashi",2002-10-08,"Physics",10000000,"for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos"
702,"Maurice Allais","Maurice","Allais",male,1911-05-31,"France","Paris",1988-10-18,"Economic Sciences",2500000,"for his pioneering contributions to the theory of markets and efficient utilization of resources"
581,"Maurice Maeterlinck","Maurice","Maeterlinck",male,1862-08-29,"Belgium","Ghent",1911-11-09,"Literature",140695,"in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations"
374,"Maurice Wilkins","Maurice","Wilkins",male,1916-12-15,"New Zealand","Pongaroa",1962-10-18,"Physiology or Medicine",257220,"for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material"
61,"Max Born","Max","Born",male,1882-12-11,"Germany","Breslau",1954-11-03,"Physics",181647,"for his fundamental research in quantum mechanics, especially for his statistical interpretation of the wavefunction"
391,"Max Delbrück","Max","Delbrück",male,1906-09-04,"Germany","Berlin",1969-10-16,"Physiology or Medicine",375000,"for their discoveries concerning the replication mechanism and the genetic structure of viruses"
226,"Max F. Perutz","Max F.","Perutz",male,1914-05-19,"Austria","Vienna",1962-11-01,"Chemistry",257220,"for their studies of the structures of globular proteins"
23,"Max Planck","Max","Planck",male,1858-04-23,"Schleswig","Kiel",1919-11-13,"Physics",138198,"in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta"
352,"Max Theiler","Max","Theiler",male,1899-01-30,"South Africa","Pretoria",1951-10-18,"Physiology or Medicine",167612,"for his discoveries concerning yellow fever and how to combat it"
